staging_url,intended_production_url,object_type,object_id,title,slug,canonical,indexable_after_launch,sitemap_expected,notes
https://staging2.braveheartspublishing.com/blog/tag/classroom-visit/,https://www.braveheartspublishing.com/blog/tag/classroom-visit/,post_tag,172,classroom visit,classroom-visit,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/deep-sea/,https://www.braveheartspublishing.com/blog/tag/deep-sea/,post_tag,137,Deep sea,deep-sea,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/dog-man-next-book/,https://www.braveheartspublishing.com/blog/tag/dog-man-next-book/,post_tag,182,dog man next book,dog-man-next-book,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/dog-man-to-magic-tree-house/,https://www.braveheartspublishing.com/blog/tag/dog-man-to-magic-tree-house/,post_tag,103,dog man to magic tree house,dog-man-to-magic-tree-house,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/early-chapter-books/,https://www.braveheartspublishing.com/blog/tag/early-chapter-books/,post_tag,36,early chapter books,early-chapter-books,,no,review,count=9
https://staging2.braveheartspublishing.com/blog/tag/early-readers/,https://www.braveheartspublishing.com/blog/tag/early-readers/,post_tag,48,Early Readers,early-readers,,no,review,count=10
https://staging2.braveheartspublishing.com/blog/tag/early-readers-ages-6-9/,https://www.braveheartspublishing.com/blog/tag/early-readers-ages-6-9/,post_tag,91,early readers ages 6-9,early-readers-ages-6-9,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/elementary-classroom/,https://www.braveheartspublishing.com/blog/tag/elementary-classroom/,post_tag,66,elementary classroom,elementary-classroom,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/elementary-read-aloud/,https://www.braveheartspublishing.com/blog/tag/elementary-read-aloud/,post_tag,123,elementary read aloud,elementary-read-aloud,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/elementary-teacher/,https://www.braveheartspublishing.com/blog/tag/elementary-teacher/,post_tag,173,elementary teacher,elementary-teacher,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/everest-for-kids/,https://www.braveheartspublishing.com/blog/tag/everest-for-kids/,post_tag,147,everest for kids,everest-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/facts-for-kids/,https://www.braveheartspublishing.com/blog/tag/facts-for-kids/,post_tag,142,facts for kids,facts-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/find-books-by-lexile-level/,https://www.braveheartspublishing.com/blog/tag/find-books-by-lexile-level/,post_tag,109,find books by lexile level,find-books-by-lexile-level,,no,review,count=2
https://staging2.braveheartspublishing.com/blog/tag/funny-books-for-kids/,https://www.braveheartspublishing.com/blog/tag/funny-books-for-kids/,post_tag,187,funny books for kids,funny-books-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/gap-between-picture-books-and-chapter-books/,https://www.braveheartspublishing.com/blog/tag/gap-between-picture-books-and-chapter-books/,post_tag,116,gap between picture books and chapter books,gap-between-picture-books-and-chapter-books,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/geography-for-kids/,https://www.braveheartspublishing.com/blog/tag/geography-for-kids/,post_tag,146,geography for kids,geography-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/grades-1-3/,https://www.braveheartspublishing.com/blog/tag/grades-1-3/,post_tag,54,grades 1-3,grades-1-3,,no,review,count=3
https://staging2.braveheartspublishing.com/blog/tag/grades-1-3-read-aloud/,https://www.braveheartspublishing.com/blog/tag/grades-1-3-read-aloud/,post_tag,122,grades 1-3 read aloud,grades-1-3-read-aloud,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/graphic-novel-to-chapter-books/,https://www.braveheartspublishing.com/blog/tag/graphic-novel-to-chapter-books/,post_tag,188,graphic novel to chapter books,graphic-novel-to-chapter-books,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/graphic-novels-for-kids/,https://www.braveheartspublishing.com/blog/tag/graphic-novels-for-kids/,post_tag,183,graphic novels for kids,graphic-novels-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/how-to-choose-a-read-aloud/,https://www.braveheartspublishing.com/blog/tag/how-to-choose-a-read-aloud/,post_tag,125,how to choose a read aloud,how-to-choose-a-read-aloud,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/how-to-get-kids-to-read/,https://www.braveheartspublishing.com/blog/tag/how-to-get-kids-to-read/,post_tag,153,how to get kids to read,how-to-get-kids-to-read,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/how-to-pick-a-read-aloud/,https://www.braveheartspublishing.com/blog/tag/how-to-pick-a-read-aloud/,post_tag,119,How to pick a read aloud,how-to-pick-a-read-aloud,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/how-to-use-lexile-score/,https://www.braveheartspublishing.com/blog/tag/how-to-use-lexile-score/,post_tag,110,how to use lexile score,how-to-use-lexile-score,,no,review,count=2
https://staging2.braveheartspublishing.com/blog/tag/is-my-child-behind-in-reading/,https://www.braveheartspublishing.com/blog/tag/is-my-child-behind-in-reading/,post_tag,159,is my child behind in reading,is-my-child-behind-in-reading,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/kids-books/,https://www.braveheartspublishing.com/blog/tag/kids-books/,post_tag,174,kids books,kids-books,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/kids-books-age-7/,https://www.braveheartspublishing.com/blog/tag/kids-books-age-7/,post_tag,40,kids books age 7,kids-books-age-7,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/kids-reading-help/,https://www.braveheartspublishing.com/blog/tag/kids-reading-help/,post_tag,160,kids reading help,kids-reading-help,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/kids-reading-level/,https://www.braveheartspublishing.com/blog/tag/kids-reading-level/,post_tag,117,Kids reading level,kids-reading-level,,no,review,count=2
https://staging2.braveheartspublishing.com/blog/tag/kids-science/,https://www.braveheartspublishing.com/blog/tag/kids-science/,post_tag,143,kids science,kids-science,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/kids-who-hate-reading/,https://www.braveheartspublishing.com/blog/tag/kids-who-hate-reading/,post_tag,93,kids who hate reading,kids-who-hate-reading,,no,review,count=2
https://staging2.braveheartspublishing.com/blog/tag/kids-who-love-graphic-novels/,https://www.braveheartspublishing.com/blog/tag/kids-who-love-graphic-novels/,post_tag,189,kids who love graphic novels,kids-who-love-graphic-novels,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/kirkus-review/,https://www.braveheartspublishing.com/blog/tag/kirkus-review/,post_tag,130,Kirkus Review,kirkus-review,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/kirkus-reviews-childrens-book/,https://www.braveheartspublishing.com/blog/tag/kirkus-reviews-childrens-book/,post_tag,131,Kirkus reviews children's book,kirkus-reviews-childrens-book,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/lexile-explained/,https://www.braveheartspublishing.com/blog/tag/lexile-explained/,post_tag,106,lexile explained,lexile-explained,,no,review,count=2
https://staging2.braveheartspublishing.com/blog/tag/lexile-score/,https://www.braveheartspublishing.com/blog/tag/lexile-score/,post_tag,111,Lexile score,lexile-score,,no,review,count=4
https://staging2.braveheartspublishing.com/blog/tag/lexile-score-by-grade-level/,https://www.braveheartspublishing.com/blog/tag/lexile-score-by-grade-level/,post_tag,150,lexile score by grade level,lexile-score-by-grade-level,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/magic-tree-house-alternatives/,https://www.braveheartspublishing.com/blog/tag/magic-tree-house-alternatives/,post_tag,80,magic tree house alternatives,magic-tree-house-alternatives,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/mariana-trench/,https://www.braveheartspublishing.com/blog/tag/mariana-trench/,post_tag,136,Mariana Trench,mariana-trench,,no,review,count=2
https://staging2.braveheartspublishing.com/blog/tag/mariana-trench-book/,https://www.braveheartspublishing.com/blog/tag/mariana-trench-book/,post_tag,68,Mariana Trench Book,mariana-trench-book,,no,review,count=2
https://staging2.braveheartspublishing.com/blog/tag/mariana-trench-facts/,https://www.braveheartspublishing.com/blog/tag/mariana-trench-facts/,post_tag,178,Mariana Trench Facts,mariana-trench-facts,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/marine-science/,https://www.braveheartspublishing.com/blog/tag/marine-science/,post_tag,55,marine science,marine-science,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/mount-everest/,https://www.braveheartspublishing.com/blog/tag/mount-everest/,post_tag,141,Mount Everest,mount-everest,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/mountain-books-for-kids/,https://www.braveheartspublishing.com/blog/tag/mountain-books-for-kids/,post_tag,144,mountain books for kids,mountain-books-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/my-child-hates-reading/,https://www.braveheartspublishing.com/blog/tag/my-child-hates-reading/,post_tag,151,my child hates reading,my-child-hates-reading,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/nature-for-kids/,https://www.braveheartspublishing.com/blog/tag/nature-for-kids/,post_tag,145,nature for kids,nature-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/next-step-after-graphic-novels/,https://www.braveheartspublishing.com/blog/tag/next-step-after-graphic-novels/,post_tag,190,next step after graphic novels,next-step-after-graphic-novels,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/ocean-books-for-kids/,https://www.braveheartspublishing.com/blog/tag/ocean-books-for-kids/,post_tag,52,ocean books for kids,ocean-books-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/ocean-chapter-books-for-kids/,https://www.braveheartspublishing.com/blog/tag/ocean-chapter-books-for-kids/,post_tag,57,ocean chapter books for kids,ocean-chapter-books-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/ocean-facts/,https://www.braveheartspublishing.com/blog/tag/ocean-facts/,post_tag,51,Ocean Facts,ocean-facts,,no,review,count=2
https://staging2.braveheartspublishing.com/blog/tag/origin-story/,https://www.braveheartspublishing.com/blog/tag/origin-story/,post_tag,194,Origin Story,origin-story,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/parent-reading-guide/,https://www.braveheartspublishing.com/blog/tag/parent-reading-guide/,post_tag,162,parent reading guide,parent-reading-guide,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/picture-books-to-chapter-books/,https://www.braveheartspublishing.com/blog/tag/picture-books-to-chapter-books/,post_tag,90,picture books to chapter books,picture-books-to-chapter-books,,no,review,count=2
https://staging2.braveheartspublishing.com/blog/tag/read-aloud/,https://www.braveheartspublishing.com/blog/tag/read-aloud/,post_tag,171,read aloud,read-aloud,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/read-aloud-books/,https://www.braveheartspublishing.com/blog/tag/read-aloud-books/,post_tag,62,Read aloud books,read-aloud-books,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/read-aloud-chapter-books/,https://www.braveheartspublishing.com/blog/tag/read-aloud-chapter-books/,post_tag,126,read aloud chapter books,read-aloud-chapter-books,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/read-aloud-for-kids/,https://www.braveheartspublishing.com/blog/tag/read-aloud-for-kids/,post_tag,127,read aloud for kids,read-aloud-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/read-aloud-tips/,https://www.braveheartspublishing.com/blog/tag/read-aloud-tips/,post_tag,124,read aloud tips,read-aloud-tips,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/reading-confidence/,https://www.braveheartspublishing.com/blog/tag/reading-confidence/,post_tag,100,reading confidence,reading-confidence,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/reading-development/,https://www.braveheartspublishing.com/blog/tag/reading-development/,post_tag,95,reading development,reading-development,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/reading-help-ages-6-9/,https://www.braveheartspublishing.com/blog/tag/reading-help-ages-6-9/,post_tag,152,reading help ages 6-9,reading-help-ages-6-9,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/reading-help-for-parents/,https://www.braveheartspublishing.com/blog/tag/reading-help-for-parents/,post_tag,94,reading help for parents,reading-help-for-parents,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/reading-level/,https://www.braveheartspublishing.com/blog/tag/reading-level/,post_tag,177,reading level,reading-level,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/reading-level-by-grade/,https://www.braveheartspublishing.com/blog/tag/reading-level-by-grade/,post_tag,156,reading level by grade,reading-level-by-grade,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/reading-level-chart/,https://www.braveheartspublishing.com/blog/tag/reading-level-chart/,post_tag,161,reading level chart,reading-level-chart,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/reading-levels-chart/,https://www.braveheartspublishing.com/blog/tag/reading-levels-chart/,post_tag,158,reading levels chart,reading-levels-chart,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/reading-list-for-kids/,https://www.braveheartspublishing.com/blog/tag/reading-list-for-kids/,post_tag,45,reading list for kids,reading-list-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/reading-motivation/,https://www.braveheartspublishing.com/blog/tag/reading-motivation/,post_tag,154,reading motivation,reading-motivation,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/reading-progression-kids/,https://www.braveheartspublishing.com/blog/tag/reading-progression-kids/,post_tag,107,reading progression kids,reading-progression-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/reading-roadmap/,https://www.braveheartspublishing.com/blog/tag/reading-roadmap/,post_tag,104,reading roadmap,reading-roadmap,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/reading-stamina/,https://www.braveheartspublishing.com/blog/tag/reading-stamina/,post_tag,92,reading stamina,reading-stamina,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/reading-tips/,https://www.braveheartspublishing.com/blog/tag/reading-tips/,post_tag,85,Reading Tips,reading-tips,,no,review,count=2
https://staging2.braveheartspublishing.com/blog/tag/reading-transition/,https://www.braveheartspublishing.com/blog/tag/reading-transition/,post_tag,98,reading transition,reading-transition,,no,review,count=2
https://staging2.braveheartspublishing.com/blog/tag/reluctant-readers/,https://www.braveheartspublishing.com/blog/tag/reluctant-readers/,post_tag,43,reluctant readers,reluctant-readers,,no,review,count=8
https://staging2.braveheartspublishing.com/blog/tag/science-books-for-7-year-olds/,https://www.braveheartspublishing.com/blog/tag/science-books-for-7-year-olds/,post_tag,167,science books for 7 year olds,science-books-for-7-year-olds,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/science-books-for-8-year-olds/,https://www.braveheartspublishing.com/blog/tag/science-books-for-8-year-olds/,post_tag,168,science books for 8 year olds,science-books-for-8-year-olds,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/science-books-for-kids/,https://www.braveheartspublishing.com/blog/tag/science-books-for-kids/,post_tag,163,science books for kids,science-books-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/science-chapter-books-for-kids/,https://www.braveheartspublishing.com/blog/tag/science-chapter-books-for-kids/,post_tag,164,science chapter books for kids,science-chapter-books-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/science-facts/,https://www.braveheartspublishing.com/blog/tag/science-facts/,post_tag,139,science facts,science-facts,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/sea-adventure-books/,https://www.braveheartspublishing.com/blog/tag/sea-adventure-books/,post_tag,59,sea adventure books,sea-adventure-books,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/sea-books-for-kids/,https://www.braveheartspublishing.com/blog/tag/sea-books-for-kids/,post_tag,58,sea books for kids,sea-books-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/stem-books/,https://www.braveheartspublishing.com/blog/tag/stem-books/,post_tag,56,stem books,stem-books,,no,review,count=3
https://staging2.braveheartspublishing.com/blog/tag/stem-books-for-kids-ages-6-9/,https://www.braveheartspublishing.com/blog/tag/stem-books-for-kids-ages-6-9/,post_tag,165,stem books for kids ages 6-9,stem-books-for-kids-ages-6-9,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/stem-for-kids/,https://www.braveheartspublishing.com/blog/tag/stem-for-kids/,post_tag,138,stem for kids,stem-for-kids,,no,review,count=2
https://staging2.braveheartspublishing.com/blog/tag/struggling-readers/,https://www.braveheartspublishing.com/blog/tag/struggling-readers/,post_tag,155,struggling readers,struggling-readers,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/summer-books-for-kids/,https://www.braveheartspublishing.com/blog/tag/summer-books-for-kids/,post_tag,77,summer books for kids,summer-books-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/summer-reading/,https://www.braveheartspublishing.com/blog/tag/summer-reading/,post_tag,71,Summer Reading,summer-reading,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/summer-reading-list/,https://www.braveheartspublishing.com/blog/tag/summer-reading-list/,post_tag,72,Summer Reading List,summer-reading-list,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/summer-slide/,https://www.braveheartspublishing.com/blog/tag/summer-slide/,post_tag,74,summer slide,summer-slide,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/teacher-appreciation-week/,https://www.braveheartspublishing.com/blog/tag/teacher-appreciation-week/,post_tag,65,teacher appreciation week,teacher-appreciation-week,,no,review,count=3
https://staging2.braveheartspublishing.com/blog/tag/teacher-read-aloud/,https://www.braveheartspublishing.com/blog/tag/teacher-read-aloud/,post_tag,121,teacher read aloud,teacher-read-aloud,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/transitional-readers/,https://www.braveheartspublishing.com/blog/tag/transitional-readers/,post_tag,176,transitional readers,transitional-readers,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/what-reading-level-should-my-child-be-at/,https://www.braveheartspublishing.com/blog/tag/what-reading-level-should-my-child-be-at/,post_tag,157,what reading level should my child be at,what-reading-level-should-my-child-be-at,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/what-to-read-after-dog-man/,https://www.braveheartspublishing.com/blog/tag/what-to-read-after-dog-man/,post_tag,180,What to read after dog man,what-to-read-after-dog-man,,no,review,count=1
https://staging2.braveheartspublishing.com/blog/tag/why-i-wrote-this-book/,https://www.braveheartspublishing.com/blog/tag/why-i-wrote-this-book/,post_tag,192,Why I wrote this book,why-i-wrote-this-book,,no,review,count=1
https://staging2.braveheartspublishing.com/product-category/hardcover-books/,https://www.braveheartspublishing.com/product-category/hardcover-books/,product_cat,26,Hardcover Books,hardcover-books,,no,review,count=2
https://staging2.braveheartspublishing.com/product-category/mount-everest/,https://www.braveheartspublishing.com/product-category/mount-everest/,product_cat,27,Mount Everest,mount-everest,,no,review,count=1
https://staging2.braveheartspublishing.com/product-category/paperback-books/,https://www.braveheartspublishing.com/product-category/paperback-books/,product_cat,16,Paperback Books,paperback-books,,no,review,count=3
https://staging2.braveheartspublishing.com/product-category/the-amazon/,https://www.braveheartspublishing.com/product-category/the-amazon/,product_cat,30,The Amazon,the-amazon,,no,review,count=2
https://staging2.braveheartspublishing.com/product-category/the-mariana-trench/,https://www.braveheartspublishing.com/product-category/the-mariana-trench/,product_cat,17,The Mariana Trench,the-mariana-trench,,no,review,count=2
https://staging2.braveheartspublishing.com/product-category/uncategorized/,https://www.braveheartspublishing.com/product-category/uncategorized/,product_cat,15,Uncategorized,uncategorized,,no,review,count=1
https://staging2.braveheartspublishing.com/product-tag/adventure-books/,https://www.braveheartspublishing.com/product-tag/adventure-books/,product_tag,21,adventure books,adventure-books,,no,review,count=5
https://staging2.braveheartspublishing.com/product-tag/ages-6-9/,https://www.braveheartspublishing.com/product-tag/ages-6-9/,product_tag,22,ages 6-9,ages-6-9,,no,review,count=5
https://staging2.braveheartspublishing.com/product-tag/amazon-rainforest/,https://www.braveheartspublishing.com/product-tag/amazon-rainforest/,product_tag,31,amazon rainforest,amazon-rainforest,,no,review,count=2
https://staging2.braveheartspublishing.com/product-tag/chapter-books/,https://www.braveheartspublishing.com/product-tag/chapter-books/,product_tag,23,chapter books,chapter-books,,no,review,count=5
https://staging2.braveheartspublishing.com/product-tag/deep-sea/,https://www.braveheartspublishing.com/product-tag/deep-sea/,product_tag,20,deep sea,deep-sea,,no,review,count=2
https://staging2.braveheartspublishing.com/product-tag/everest-facts-for-kids/,https://www.braveheartspublishing.com/product-tag/everest-facts-for-kids/,product_tag,29,everest facts for kids,everest-facts-for-kids,,no,review,count=1
https://staging2.braveheartspublishing.com/product-tag/mariana-trench/,https://www.braveheartspublishing.com/product-tag/mariana-trench/,product_tag,18,mariana trench,mariana-trench,,no,review,count=2
https://staging2.braveheartspublishing.com/product-tag/mount-everest/,https://www.braveheartspublishing.com/product-tag/mount-everest/,product_tag,28,mount everest,mount-everest,,no,review,count=1
https://staging2.braveheartspublishing.com/product-tag/ocean-facts-for-kids/,https://www.braveheartspublishing.com/product-tag/ocean-facts-for-kids/,product_tag,19,ocean facts for kids,ocean-facts-for-kids,,no,review,count=2
https://staging2.braveheartspublishing.com/product-tag/rainforest-facts-for-kids/,https://www.braveheartspublishing.com/product-tag/rainforest-facts-for-kids/,product_tag,32,rainforest facts for kids,rainforest-facts-for-kids,,no,review,count=2
https://staging2.braveheartspublishing.com/product-tag/read-aloud/,https://www.braveheartspublishing.com/product-tag/read-aloud/,product_tag,25,read aloud,read-aloud,,no,review,count=5
https://staging2.braveheartspublishing.com/product-tag/science-books-for-kids/,https://www.braveheartspublishing.com/product-tag/science-books-for-kids/,product_tag,24,science books for kids,science-books-for-kids,,no,review,count=5
https://staging2.braveheartspublishing.com/?s=test,https://www.braveheartspublishing.com/?s=test,utility,,Search results,?s=test,public HTML audit,no,no,Explicit scope URL
https://staging2.braveheartspublishing.com/__migration-audit-404__/,https://www.braveheartspublishing.com/__migration-audit-404__/,utility,,404,__migration-audit-404__,public HTML audit,no,no,Explicit scope URL
